CancerTypes,cg00251716,cg01368075,cg02772121,cg04105511,cg04337594,cg06132620,cg06372779,cg06823060,cg06911354,cg07592254,cg08523456,cg10419849,cg10743291,cg11600734,cg14398860,cg14418633,cg15002250,cg15958289,cg18368125,cg18631798,cg19817912,cg20404260,cg20639396,cg24402880,cg24650915,cg25282976,cg25745246,cg26297005,cg26835683,cg27592331,sample_type
sarcoma,0.562534,0.827182,0.922791,0.632144,0.926059,0.435518,0.924436,0.610302,0.672905,0.853669,0.931763,0.928646,0.928721,0.659165,0.976632,0.470837,0.843434,0.193892,0.93289,0.313341,0.926113,0.647471,0.789275,0.76257,0.781151,0.64819,0.939293,0.950986,0.899588,0.167713,Primary Tumor
sarcoma,0.894502,0.828391,0.953808,0.885922,0.922037,0.865186,0.683134,0.919121,0.92689,0.942216,0.891976,0.930016,0.887569,0.926608,0.962038,0.449096,0.91904,0.89533,0.905296,0.205721,0.949294,0.852027,0.318363,0.722978,0.83058,0.967948,0.928702,0.915036,0.567895,0.932222,Primary Tumor
sarcoma,0.92068,0.150407,0.901109,0.919872,0.830473,0.0347561,0.168223,0.913769,0.901606,0.913431,0.920309,0.935595,0.887726,0.716729,0.976307,0.0355061,0.943695,0.332611,0.908641,0.0274909,0.852595,0.403271,0.704182,0.935471,0.772819,0.959809,0.892912,0.913391,0.939888,0.89277,Primary Tumor
sarcoma,0.931926,0.279975,0.959975,0.936003,0.927475,0.928072,0.926593,0.934386,0.932622,0.918408,0.895853,0.941259,0.888283,0.488955,0.9724,0.0855235,0.94136,0.714816,0.952214,0.0288577,0.924406,0.873167,0.300257,0.925405,0.857038,0.968901,0.946373,0.928816,0.910553,0.914602,Primary Tumor
sarcoma,0.932013,0.66266,0.762887,0.689746,0.916429,0.882296,0.90243,0.871362,0.808045,0.776315,0.854749,0.923745,0.754509,0.903236,0.969874,0.362902,0.934503,0.711245,0.935736,0.172891,0.911443,0.833533,0.803175,0.876638,0.87552,0.897542,0.922845,0.932982,0.520277,0.469032,Primary Tumor
sarcoma,0.921819,0.102482,0.944372,0.454396,0.889549,0.317933,0.923366,0.933343,0.936539,0.925466,0.82291,0.809313,0.237826,0.530904,0.983659,0.31055,0.884629,0.662397,0.935111,0.0699614,0.939574,0.693985,0.699966,0.724769,0.577879,0.945604,0.910629,0.91536,0.287794,0.14019,Primary Tumor
sarcoma,0.882639,0.691882,0.968926,0.133979,0.940098,0.916397,0.876394,0.916812,0.935341,0.75784,0.93288,0.936164,0.744607,0.848259,0.968239,0.118807,0.914233,0.573629,0.963958,0.903499,0.910192,0.870201,0.401217,0.836334,0.905626,0.946339,0.952035,0.901923,0.52128,0.239856,Primary Tumor
sarcoma,0.824227,0.812523,0.0571688,0.859905,0.692996,0.235319,0.629167,0.825562,0.938393,0.0830157,0.610982,0.922851,0.460725,0.733226,0.977276,0.0505472,0.931425,0.0486826,0.809073,0.0342306,0.322182,0.53266,0.548166,0.704488,0.752548,0.936403,0.806954,0.119919,0.765965,0.546145,Primary Tumor
sarcoma,0.936343,0.852676,0.925004,0.917379,0.942897,0.870329,0.905841,0.931745,0.857483,0.896538,0.930959,0.939903,0.877099,0.918572,0.962588,0.14576,0.947892,0.295878,0.943756,0.0758793,0.934982,0.900244,0.907185,0.829584,0.315734,0.951182,0.932619,0.912979,0.906682,0.896092,Primary Tumor
sarcoma,0.906063,0.867288,0.247097,0.890668,0.821586,0.187616,0.421315,0.904227,0.818318,0.280193,0.565818,0.920382,0.370542,0.118105,0.974538,0.244684,0.935849,0.1216,0.957498,0.150485,0.923023,0.836364,0.465141,0.0917321,0.377498,0.777561,0.948786,0.760414,0.736732,0.0969994,Primary Tumor
sarcoma,0.790292,0.893155,0.95052,0.511182,0.384429,0.479349,0.91513,0.871128,0.772934,0.91376,0.929995,0.944726,0.772109,0.680926,0.979691,0.349031,0.881472,0.0995691,0.945001,0.238292,0.941581,0.570941,0.853358,0.630912,0.789504,0.938824,0.928587,0.943344,0.929673,0.857539,Primary Tumor
sarcoma,0.943841,0.912538,0.940269,0.874567,0.9119,0.913793,0.912698,0.916693,0.897247,0.929092,0.9426,0.907111,0.585201,0.52172,0.963316,0.241929,0.920321,0.255877,0.951731,0.0766348,0.937873,0.821631,0.62594,0.898134,0.896355,0.93987,0.925608,0.934358,0.90541,0.109767,Primary Tumor
sarcoma,0.730197,0.89044,0.956384,0.779358,0.931964,0.160942,0.827654,0.517281,0.896636,0.913663,0.532706,0.944269,0.607417,0.83112,0.975049,0.348414,0.870768,0.0578512,0.936917,0.24767,0.920578,0.722612,0.585952,0.872552,0.807062,0.54725,0.923985,0.677291,0.678458,0.923421,Primary Tumor
sarcoma,0.890268,0.670932,0.895045,0.567571,0.924976,0.725705,0.905956,0.900893,0.736112,0.764906,0.299039,0.90787,0.689557,0.573541,0.964881,0.421682,0.900673,0.447703,0.933856,0.313406,0.90784,0.755773,0.385421,0.835614,0.875223,0.706726,0.938572,0.897803,0.888137,0.774951,Primary Tumor
sarcoma,0.932928,0.924432,0.968663,0.887073,0.940165,0.894045,0.780701,0.909921,0.932791,0.936752,0.936182,0.934458,0.606423,0.930297,0.972174,0.187973,0.950032,0.336715,0.946505,0.0853952,0.922313,0.852035,0.817704,0.756374,0.862311,0.931166,0.93891,0.937962,0.876025,0.890584,Primary Tumor
sarcoma,0.93531,0.935917,0.973216,0.919768,0.5462,0.938073,0.193682,0.930855,0.835904,0.0575128,0.111693,0.931457,0.477549,0.956832,0.9775,0.0241842,0.949427,0.113415,0.923602,0.0325529,0.928935,0.879577,0.129513,0.927856,0.863784,0.966009,0.932052,0.941427,0.639468,0.0635301,Primary Tumor
sarcoma,0.796576,0.762872,0.41245,0.388739,0.907344,0.464893,0.838158,0.858316,0.260458,0.88943,0.923156,0.887214,0.886539,0.667563,0.9709,0.747151,0.883933,0.328679,0.935602,0.625755,0.763591,0.714816,0.537287,0.408774,0.775982,0.801425,0.879976,0.751302,0.680518,0.164715,Primary Tumor
sarcoma,0.817668,0.920822,0.0432152,0.891574,0.661547,0.524605,0.270638,0.929128,0.937145,0.908679,0.204783,0.728127,0.89128,0.0823001,0.975397,0.0644541,0.928216,0.065197,0.35967,0.332002,0.903561,0.762101,0.14085,0.330386,0.879604,0.771384,0.825208,0.929463,0.758031,0.939277,Primary Tumor
sarcoma,0.915638,0.740505,0.0982646,0.866644,0.923742,0.858687,0.843339,0.903047,0.919658,0.931635,0.918787,0.923645,0.572901,0.360168,0.980455,0.242982,0.919856,0.0753743,0.929649,0.373406,0.948243,0.880993,0.73955,0.234314,0.908079,0.919736,0.941342,0.915101,0.932226,0.862921,Primary Tumor
sarcoma,0.918011,0.91502,0.764866,0.396718,0.93062,0.455245,0.914519,0.787582,0.718279,0.928298,0.833816,0.927573,0.863908,0.0883334,0.968845,0.313391,0.947635,0.0683889,0.945352,0.185666,0.912248,0.734811,0.833361,0.803232,0.826657,0.656483,0.921893,0.92282,0.930149,0.804387,Primary Tumor
sarcoma,0.916238,0.843854,0.14753,0.736656,0.921138,0.697114,0.791844,0.893964,0.753417,0.40988,0.945586,0.892957,0.91391,0.243508,0.97595,0.310229,0.935741,0.0950183,0.949254,0.514074,0.949523,0.811615,0.223128,0.434852,0.764967,0.761804,0.946724,0.939491,0.942575,0.730101,Primary Tumor
sarcoma,0.87058,0.922579,0.94954,0.920259,0.935611,0.91629,0.905845,0.922868,0.927921,0.942856,0.93928,0.944832,0.244544,0.916145,0.963271,0.0385558,0.966616,0.126166,0.958105,0.643461,0.90247,0.909238,0.732386,0.922511,0.877144,0.953305,0.944783,0.922658,0.879008,0.924467,Primary Tumor
sarcoma,0.898103,0.915325,0.971917,0.935863,0.912411,0.692081,0.236664,0.863938,0.893016,0.925885,0.832405,0.943403,0.472698,0.842143,0.963536,0.12559,0.955775,0.220195,0.934564,0.892786,0.915492,0.801259,0.640791,0.489115,0.867403,0.679992,0.937364,0.901652,0.64652,0.94807,Primary Tumor
sarcoma,0.929568,0.74891,0.808846,0.664477,0.941769,0.724218,0.935764,0.560339,0.675466,0.435259,0.607485,0.878978,0.943496,0.539328,0.977116,0.249933,0.86081,0.157169,0.900332,0.234409,0.891596,0.621797,0.816575,0.766038,0.412318,0.686001,0.901621,0.818134,0.852135,0.836382,Primary Tumor
sarcoma,0.742541,0.803794,0.761598,0.521776,0.866433,0.517344,0.84447,0.746225,0.570624,0.907472,0.292495,0.923778,0.837533,0.523513,0.96956,0.385028,0.808743,0.260413,0.932265,0.388125,0.876424,0.573487,0.701731,0.642296,0.63629,0.66518,0.883233,0.922594,0.761024,0.516939,Primary Tumor
sarcoma,0.783092,0.835128,0.350433,0.44396,0.919576,0.576486,0.813068,0.889071,0.552531,0.920971,0.930347,0.933509,0.926891,0.563395,0.978459,0.631035,0.844121,0.336101,0.933538,0.454533,0.544902,0.606102,0.67341,0.57887,0.871172,0.819781,0.835523,0.621369,0.866925,0.664811,Primary Tumor
sarcoma,0.931364,0.891647,0.968648,0.939755,0.924658,0.917691,0.156336,0.875046,0.913011,0.725816,0.918586,0.931844,0.918769,0.776661,0.962479,0.439516,0.937398,0.543081,0.928799,0.882163,0.917741,0.881041,0.656948,0.881847,0.881853,0.966274,0.934241,0.899706,0.883597,0.936079,Primary Tumor
sarcoma,0.868514,0.927168,0.931113,0.894743,0.933234,0.904628,0.929911,0.918459,0.901663,0.941105,0.93966,0.943405,0.171857,0.436398,0.971568,0.136893,0.912694,0.180769,0.94536,0.0521861,0.951167,0.866587,0.206359,0.899119,0.876025,0.926275,0.932403,0.794681,0.41722,0.0996627,Primary Tumor
sarcoma,0.908408,0.789843,0.739081,0.610127,0.932722,0.643437,0.914767,0.79423,0.586576,0.624702,0.925593,0.930824,0.912021,0.573549,0.979073,0.659032,0.878953,0.197388,0.946447,0.523406,0.898663,0.683028,0.747566,0.677171,0.748417,0.756906,0.907616,0.865612,0.909443,0.498994,Primary Tumor
sarcoma,0.92018,0.889787,0.945525,0.586718,0.865917,0.831635,0.523187,0.878094,0.787095,0.305061,0.926359,0.925758,0.779294,0.134733,0.969758,0.205004,0.932745,0.106011,0.947248,0.336076,0.923072,0.7713,0.319029,0.627475,0.784148,0.889946,0.910546,0.941896,0.897302,0.175463,Primary Tumor
sarcoma,0.885515,0.841338,0.805143,0.894077,0.93324,0.928499,0.893978,0.942867,0.926705,0.917944,0.902303,0.917135,0.643834,0.26968,0.978859,0.143089,0.954685,0.384685,0.956837,0.0588933,0.934849,0.884013,0.198919,0.891954,0.906702,0.966219,0.915207,0.951102,0.821761,0.163318,Primary Tumor
sarcoma,0.922541,0.890617,0.781582,0.2546,0.326465,0.738956,0.709328,0.807876,0.930624,0.734456,0.380359,0.836801,0.148681,0.212523,0.974991,0.0341333,0.933718,0.121249,0.0965393,0.0298687,0.914257,0.699684,0.332858,0.503576,0.400419,0.303021,0.84291,0.803401,0.184863,0.0661416,Primary Tumor
sarcoma,0.925161,0.190787,0.661874,0.338268,0.675683,0.689262,0.851989,0.944129,0.887687,0.931655,0.860212,0.406516,0.178914,0.175004,0.972662,0.186414,0.860783,0.844586,0.954288,0.0553201,0.944464,0.895517,0.865175,0.891404,0.799237,0.95619,0.911564,0.948371,0.272451,0.0968832,Primary Tumor
sarcoma,0.935684,0.305181,0.0728804,0.875301,0.848878,0.642296,0.811338,0.883727,0.923087,0.195172,0.860736,0.933796,0.479769,0.200215,0.970975,0.224271,0.825627,0.102641,0.869014,0.85519,0.897736,0.734092,0.844182,0.36234,0.753836,0.947776,0.841487,0.928046,0.706108,0.19098,Primary Tumor
sarcoma,0.924238,0.893417,0.910199,0.0426619,0.740302,0.0406993,0.120253,0.947498,0.935122,0.906923,0.819756,0.822251,0.309542,0.866132,0.96855,0.0128169,0.942936,0.0873858,0.955787,0.0736947,0.942553,0.675499,0.143393,0.787758,0.881057,0.912802,0.942256,0.924987,0.5268,0.610612,Primary Tumor
sarcoma,0.744436,0.862752,0.972931,0.0640857,0.794549,0.819819,0.901404,0.909285,0.925906,0.901151,0.932703,0.914764,0.198415,0.603186,0.96334,0.205182,0.818979,0.846922,0.939188,0.110229,0.908553,0.798764,0.372686,0.887221,0.832782,0.91645,0.928082,0.924632,0.143494,0.566062,Primary Tumor
sarcoma,0.926787,0.223035,0.652818,0.86092,0.813716,0.681962,0.903703,0.938023,0.927879,0.851362,0.943792,0.898918,0.352265,0.183415,0.973849,0.200659,0.897179,0.669641,0.962551,0.0973752,0.933768,0.837236,0.56291,0.844607,0.752931,0.890018,0.929203,0.932072,0.402094,0.0903176,Primary Tumor
sarcoma,0.783447,0.85462,0.231673,0.663989,0.692019,0.173997,0.360275,0.876926,0.887282,0.814269,0.160257,0.838377,0.3528,0.105698,0.973351,0.248691,0.92028,0.0400014,0.850914,0.0513143,0.647804,0.726325,0.329346,0.21783,0.804605,0.520164,0.817007,0.774666,0.812913,0.823877,Primary Tumor
sarcoma,0.88177,0.921302,0.0553898,0.921445,0.638619,0.916919,0.227217,0.905592,0.93449,0.909055,0.878631,0.919024,0.904413,0.15965,0.973734,0.0182765,0.918371,0.400086,0.936369,0.15034,0.890213,0.873135,0.244215,0.407536,0.83933,0.979597,0.917039,0.924148,0.911846,0.870278,Primary Tumor
sarcoma,0.934643,0.923734,0.804309,0.494166,0.786738,0.915304,0.93491,0.946203,0.902146,0.934371,0.665066,0.92559,0.235891,0.890909,0.969771,0.155187,0.937691,0.192338,0.936665,0.0557432,0.923168,0.893339,0.373555,0.86758,0.421979,0.95983,0.944793,0.932154,0.607894,0.883274,Primary Tumor
sarcoma,0.825907,0.893825,0.923327,0.83881,0.914474,0.83171,0.843672,0.890111,0.913581,0.916609,0.766732,0.922385,0.894279,0.216734,0.972004,0.294812,0.87613,0.189006,0.940384,0.0591732,0.743917,0.886972,0.368818,0.757202,0.657346,0.925313,0.90296,0.820157,0.890663,0.921008,Primary Tumor
sarcoma,0.774576,0.802603,0.811248,0.395039,0.880251,0.63757,0.862244,0.700196,0.343071,0.906191,0.89522,0.930938,0.828657,0.412368,0.977723,0.36577,0.822016,0.170435,0.947003,0.511364,0.732466,0.611227,0.592717,0.511388,0.673671,0.690875,0.89032,0.703576,0.801067,0.105549,Primary Tumor
sarcoma,0.860477,0.658113,0.0336361,0.433542,0.85535,0.784008,0.923975,0.912204,0.0785541,0.937267,0.86203,0.817035,0.839856,0.43354,0.280506,0.0138051,0.948832,0.673626,0.906339,0.252394,0.111916,0.852238,0.217607,0.705597,0.800481,0.0225985,0.326207,0.101434,0.877004,0.104356,Primary Tumor
sarcoma,0.941254,0.928689,0.972968,0.923079,0.94949,0.940585,0.113137,0.944063,0.939499,0.739221,0.939152,0.932148,0.926072,0.949361,0.980288,0.0610266,0.938438,0.583592,0.943972,0.78944,0.944847,0.862602,0.880264,0.920993,0.877242,0.962032,0.935408,0.931408,0.753098,0.95301,Primary Tumor
sarcoma,0.938627,0.925183,0.946634,0.924391,0.902737,0.914818,0.935998,0.930085,0.916433,0.800205,0.797505,0.940642,0.525172,0.926277,0.964814,0.200827,0.947739,0.715754,0.951616,0.379947,0.923225,0.857906,0.294638,0.761133,0.907953,0.891309,0.937725,0.949372,0.247495,0.0632909,Primary Tumor
sarcoma,0.938814,0.351421,0.93118,0.752533,0.67901,0.762361,0.919443,0.905607,0.858849,0.754915,0.631433,0.677492,0.617404,0.822327,0.982249,0.856279,0.827929,0.535778,0.93282,0.277426,0.935727,0.594858,0.360675,0.834557,0.493087,0.811476,0.882877,0.914093,0.451735,0.156822,Primary Tumor
sarcoma,0.934241,0.922617,0.966925,0.88687,0.928587,0.93717,0.910196,0.923719,0.938918,0.942452,0.933677,0.946201,0.64505,0.899198,0.964634,0.201257,0.933999,0.899023,0.93748,0.0569226,0.911919,0.895861,0.917517,0.899643,0.8878,0.957557,0.952258,0.929113,0.911695,0.95115,Primary Tumor
sarcoma,0.840381,0.368771,0.0814746,0.599504,0.799206,0.385518,0.900745,0.930103,0.199122,0.890752,0.864749,0.869455,0.824325,0.830375,0.0554668,0.0748547,0.929674,0.675628,0.707142,0.269205,0.910784,0.793548,0.146433,0.568995,0.837078,0.116604,0.118449,0.934166,0.85696,0.642445,Primary Tumor
sarcoma,0.719936,0.811857,0.0496694,0.1774,0.374534,0.11193,0.0600363,0.755283,0.868753,0.452407,0.286212,0.257318,0.161002,0.0436426,0.0456241,0.0513088,0.740271,0.065072,0.444655,0.0674345,0.707527,0.591346,0.0795688,0.126578,0.69721,0.856688,0.245559,0.801254,0.333139,0.0826962,Primary Tumor
sarcoma,0.916633,0.924379,0.903818,0.879037,0.931276,0.887885,0.902313,0.906505,0.882549,0.935304,0.941001,0.941249,0.90934,0.737595,0.972048,0.921488,0.904891,0.0633314,0.961338,0.105847,0.93623,0.817757,0.859304,0.905416,0.85198,0.894678,0.931735,0.942843,0.93771,0.84369,Primary Tumor
sarcoma,0.762449,0.906011,0.0555505,0.108998,0.831434,0.597363,0.899611,0.906052,0.414946,0.102573,0.494604,0.912582,0.917456,0.0979437,0.968318,0.111913,0.948146,0.461368,0.909655,0.61282,0.431164,0.798247,0.157798,0.878552,0.74302,0.0580119,0.942812,0.448884,0.879852,0.0916056,Primary Tumor
sarcoma,0.73353,0.874213,0.0868144,0.805484,0.85619,0.725568,0.24085,0.70969,0.893094,0.474535,0.800925,0.918457,0.774381,0.401364,0.505062,0.048545,0.916187,0.473871,0.922502,0.197001,0.381216,0.855268,0.269507,0.873703,0.264607,0.893023,0.450611,0.252622,0.851834,0.346929,Primary Tumor
sarcoma,0.567762,0.886471,0.048443,0.0585232,0.804128,0.826707,0.537146,0.91995,0.0747415,0.585523,0.172482,0.870211,0.886613,0.908121,0.037561,0.937245,0.919662,0.615844,0.900805,0.785738,0.162051,0.907738,0.215149,0.608846,0.919478,0.236637,0.0587251,0.142082,0.828623,0.0947634,Primary Tumor
sarcoma,0.916066,0.917815,0.0452355,0.337321,0.905088,0.759269,0.794771,0.943635,0.0422152,0.857754,0.661782,0.86987,0.893694,0.818359,0.0278323,0.836157,0.943748,0.462581,0.89082,0.447559,0.195092,0.902321,0.108391,0.832905,0.901513,0.162023,0.0427454,0.178839,0.829183,0.0722915,Primary Tumor
sarcoma,0.793256,0.884219,0.936821,0.813927,0.840046,0.519118,0.844086,0.868875,0.889581,0.846719,0.892104,0.901245,0.651876,0.260875,0.968787,0.282194,0.829662,0.162423,0.94399,0.13552,0.461667,0.793228,0.506856,0.846336,0.68502,0.938746,0.886793,0.521405,0.729382,0.715424,Primary Tumor
sarcoma,0.822358,0.906809,0.0367373,0.518596,0.798814,0.815234,0.928166,0.942378,0.0543808,0.929025,0.841444,0.889276,0.875365,0.910458,0.218637,0.642382,0.935403,0.662425,0.938595,0.0515453,0.057858,0.707981,0.0941042,0.519675,0.833298,0.217581,0.248281,0.0364283,0.941373,0.0823528,Primary Tumor
sarcoma,0.801321,0.886186,0.0472966,0.808181,0.713569,0.22473,0.17461,0.919018,0.922597,0.926492,0.481633,0.745255,0.49125,0.0701731,0.981433,0.129751,0.919049,0.116037,0.725284,0.287204,0.844767,0.609993,0.14013,0.161117,0.821745,0.807345,0.872584,0.747749,0.681465,0.242684,Primary Tumor
skin cutaneous melanoma,0.579153,0.556956,0.936342,0.912584,0.692843,0.884397,0.94731,0.812388,0.935307,0.200367,0.70556,0.959124,0.280884,0.904378,0.984461,0.707624,0.958597,0.0515692,0.927767,0.968423,0.182164,0.863991,0.936927,0.898968,0.831477,0.948906,0.916897,0.943193,0.958454,0.94921,Primary Tumor
skin cutaneous melanoma,0.288179,0.375294,0.244084,0.68106,0.847448,0.628539,0.853154,0.475867,0.683658,0.601504,0.554001,0.88517,0.49777,0.630346,0.969802,0.337252,0.876477,0.13524,0.938223,0.890542,0.236815,0.657811,0.335588,0.654909,0.433941,0.853747,0.88787,0.404892,0.783568,0.162992,Primary Tumor
skin cutaneous melanoma,0.163519,0.478431,0.542583,0.911376,0.92126,0.902963,0.929025,0.287955,0.9214,0.369745,0.918872,0.834738,0.157835,0.91111,0.960029,0.170843,0.927495,0.0931136,0.919554,0.941206,0.112073,0.890534,0.644694,0.911932,0.539852,0.961158,0.932435,0.590482,0.924628,0.929195,Primary Tumor
skin cutaneous melanoma,0.423594,0.463579,0.220162,0.636343,0.510477,0.691651,0.915318,0.586499,0.593105,0.576545,0.927733,0.946682,0.755825,0.840948,0.979426,0.981042,0.939127,0.127975,0.94478,0.953323,0.436712,0.880366,0.834912,0.746187,0.834783,0.937098,0.927644,0.444806,0.8382,0.11675,Primary Tumor
skin cutaneous melanoma,0.258781,0.668068,0.505066,0.736467,0.892879,0.752847,0.899719,0.255372,0.433509,0.352658,0.701265,0.941737,0.428349,0.755816,0.971942,0.391633,0.947862,0.0940591,0.943068,0.94132,0.311596,0.771513,0.64362,0.22685,0.718923,0.859307,0.903434,0.555582,0.892335,0.776026,Primary Tumor
skin cutaneous melanoma,0.336169,0.336824,0.921778,0.501514,0.38957,0.767117,0.958579,0.44632,0.0593136,0.691264,0.35338,0.940528,0.643795,0.867642,0.971987,0.423786,0.936499,0.0809342,0.926666,0.948621,0.264659,0.551956,0.210649,0.235449,0.300902,0.447691,0.9508,0.274284,0.397468,0.543974,Primary Tumor
skin cutaneous melanoma,0.122231,0.239622,0.393235,0.895189,0.86183,0.846828,0.911639,0.206571,0.915461,0.175702,0.387399,0.926347,0.239881,0.902585,0.959968,0.745245,0.943559,0.0468823,0.887555,0.89692,0.153656,0.807578,0.785434,0.79427,0.363775,0.952789,0.923597,0.422274,0.742246,0.916983,Primary Tumor
skin cutaneous melanoma,0.383157,0.498103,0.896556,0.771437,0.764107,0.577094,0.913731,0.494176,0.737636,0.405322,0.719391,0.934832,0.717637,0.683895,0.974762,0.433368,0.917032,0.0743423,0.933216,0.946045,0.389749,0.744033,0.748585,0.592173,0.766251,0.801284,0.796483,0.895602,0.864065,0.733323,Primary Tumor
skin cutaneous melanoma,0.406948,0.427219,0.867935,0.742781,0.811941,0.732294,0.903873,0.528827,0.762884,0.893552,0.48285,0.921066,0.587205,0.853261,0.968042,0.900125,0.940433,0.200044,0.927539,0.845434,0.309631,0.730104,0.812532,0.731681,0.359533,0.850342,0.87389,0.888082,0.925071,0.803295,Primary Tumor
skin cutaneous melanoma,0.0663562,0.89143,0.970823,0.931378,0.216152,0.915742,0.960337,0.74458,0.876525,0.564328,0.918556,0.952669,0.239265,0.788724,0.982565,0.10293,0.952549,0.089862,0.678038,0.959973,0.108269,0.881134,0.765257,0.818599,0.876266,0.96868,0.924083,0.901262,0.934962,0.936533,Primary Tumor
skin cutaneous melanoma,0.350379,0.741154,0.190138,0.587808,0.919056,0.67182,0.866055,0.505258,0.636716,0.566849,0.379642,0.938122,0.593309,0.723605,0.974034,0.820864,0.870664,0.14906,0.908271,0.870652,0.371494,0.702221,0.823849,0.629947,0.468654,0.856805,0.899935,0.700457,0.82233,0.0750611,Primary Tumor
skin cutaneous melanoma,0.464566,0.481987,0.805208,0.727622,0.810125,0.749746,0.923283,0.658978,0.744442,0.713672,0.416261,0.944577,0.566523,0.783647,0.975224,0.440571,0.924502,0.202586,0.960422,0.939053,0.414091,0.813183,0.69052,0.756059,0.372679,0.975459,0.915176,0.674841,0.919254,0.166245,Primary Tumor
skin cutaneous melanoma,0.532048,0.855399,0.553674,0.304944,0.613519,0.692567,0.914909,0.66346,0.402712,0.873866,0.524675,0.961759,0.695916,0.836144,0.979797,0.887303,0.698262,0.221359,0.957349,0.630465,0.485494,0.765879,0.907008,0.698621,0.840581,0.846599,0.942578,0.624256,0.92756,0.547426,Primary Tumor
skin cutaneous melanoma,0.257784,0.678781,0.978207,0.933536,0.858634,0.941323,0.953771,0.801975,0.921365,0.576786,0.924754,0.936428,0.134494,0.933562,0.977244,0.969094,0.967694,0.045251,0.932382,0.961984,0.0636793,0.924922,0.897293,0.897959,0.384188,0.965927,0.924824,0.836083,0.926942,0.922328,Primary Tumor
skin cutaneous melanoma,0.327035,0.669252,0.271061,0.864896,0.877082,0.767269,0.910404,0.360816,0.859595,0.530365,0.892827,0.935249,0.378672,0.874796,0.979095,0.459624,0.908191,0.172384,0.852232,0.934867,0.255238,0.813699,0.816672,0.603598,0.783993,0.943419,0.87156,0.512078,0.902849,0.892748,Primary Tumor
